"user_id","txn_timestamp","data"
"516709635","2024-04-06T20:15:14.151884","{""user_session"":{""S"":""240718c5-0749-43d1-957a-aae4aca0fc47""},""txn_timestamp"":{""S"":""2024-04-06T20:15:14.151884""},""event_type"":{""S"":""view""},""category_id"":{""S"":""2053013563911439225""},""category_code"":{""S"":""appliances.kitchen.refrigerators""},""user_id"":{""S"":""516709635""},""price"":{""S"":""1698.86""},""product_id"":{""S"":""2702469""},""brand"":{""S"":""samsung""},""event_time"":{""S"":""2019-11-01 00:12:44 UTC""}}"
"516709635","2024-04-06T20:47:19.995700","{""user_session"":{""S"":""240718c5-0749-43d1-957a-aae4aca0fc47""},""txn_timestamp"":{""S"":""2024-04-06T20:47:19.995700""},""event_type"":{""S"":""view""},""category_id"":{""S"":""2053013563911439225""},""category_code"":{""S"":""appliances.kitchen.refrigerators""},""user_id"":{""S"":""516709635""},""price"":{""S"":""1724.60""},""product_id"":{""S"":""2702470""},""brand"":{""S"":""samsung""},""event_time"":{""S"":""2019-11-01 00:12:06 UTC""}}"
